CRASH_KEY_XREF_ID,CRASH_ID,VHCL_ID,PARTIC_ID
4993662912,1803365,3399297.0,3877820.0
4993658043,1776087,3347439.0,3812609.0
4993659066,1776087,3347440.0,3812610.0
4993661629,1803397,3399351.0,3877872.0
4993662405,1803397,3399350.0,3877871.0
4993665988,1777280,3349711.0,3815439.0
4993667015,1777280,3349712.0,3815440.0
4993667016,1777280,3349712.0,3815441.0
4993667017,1777280,3349712.0,3815442.0
4993667024,1777481,3350078.0,3815897.0
4993667521,1777481,3350079.0,3815898.0
4993672552,1805193,3402592.0,3881062.0
4993665737,1777530,3350166.0,3816008.0
4993666515,1777530,3350165.0,3816007.0
4993680480,1806353,3404685.0,3883100.0
4993673598,1779094,3353145.0,3819794.0
4993673599,1779094,3353146.0,3819795.0
4993678993,1806494,3404941.0,3883345.0
4993680737,1806494,3404942.0,3883346.0
4993681292,1775376,3346105.0,3810904.0
4993683073,1775376,3346106.0,3810905.0
4993687650,1807565,3406814.0,3885172.0
4993688597,1807565,3406815.0,3885173.0
4993689748,1784606,3363459.0,3832827.0
4993689749,1784606,3363459.0,3832828.0
4993690494,1784606,3363458.0,3832826.0
4993702309,1810375,3411744.0,3890005.0
4993702829,1810375,3411745.0,3890006.0
4993698489,1788023,3369997.0,3841006.0
4993698490,1788023,3369997.0,3841007.0
4993701311,1788023,3369996.0,3841005.0
4993700535,1788068,3370088.0,3841117.0
4993701314,1788068,3370089.0,3841118.0
4993701315,1788068,3370089.0,3841119.0
4993701846,1788068,3370090.0,3841120.0
4993699053,1788045,3370038.0,3841061.0
4993700022,1788045,3370039.0,3841062.0
4993701842,1788045,3370040.0,3841063.0
4993700289,1788139,3370234.0,3841303.0
4993703620,1810476,3411912.0,3890166.0
4993712021,1813461,3417084.0,3895294.0
4993715691,1813461,3417085.0,
4993711771,1819814,3427804.0,3905854.0
4993715418,1819814,3427805.0,3905855.0
4993711481,1813352,3416905.0,3895108.0
4993723130,1814427,3418748.0,3896958.0
4993724767,1814427,3418749.0,3896959.0
4993721608,1820036,3428210.0,3906244.0
4993724817,1820036,3428211.0,3906245.0
4993720050,1794003,3381399.0,3855390.0
4993721880,1794003,3381398.0,3855388.0
4993721881,1794003,3381398.0,3855389.0
4993718535,1794038,3381468.0,3855474.0
4993718796,1794038,3381469.0,3855475.0
4993717514,1794085,3381559.0,3855595.0
4993719313,1794085,3381558.0,3855593.0
4993719314,1794085,3381558.0,3855594.0
4993719818,1794107,3381597.0,3855642.0
4993720053,1794136,3381650.0,3855709.0
4993721882,1794136,3381649.0,3855708.0
4993721366,1820398,3428859.0,3906850.0
4993722635,1820398,3428858.0,3906849.0
4993734106,1820671,3429353.0,3907308.0
4993734107,1820671,3429354.0,3907309.0
4993726757,1795504,3384249.0,3858946.0
4993727774,1795504,3384250.0,3858947.0
4993727775,1795504,3384250.0,3858948.0
4993727271,1795511,3384264.0,3858962.0
4993734735,1795511,3384265.0,
4993726520,1795631,3384503.0,3859285.0
4993729297,1795631,3384504.0,3859286.0
4993729778,1815808,3421049.0,3899260.0
4993731837,1815808,3421050.0,3899261.0
4993736921,1798149,3389348.0,3865461.0
4993744048,1798149,3389349.0,
4993744172,1798149,3389350.0,
4993744561,1798149,3389351.0,
4993737398,1798422,3389879.0,3866134.0
4993737399,1798422,3389879.0,3866135.0
4993737400,1798422,3389880.0,3866136.0
4993736681,1798462,3389956.0,3866230.0
4993738208,1798462,3389955.0,3866229.0
4993738441,1798541,3390113.0,3866421.0
4993738442,1798541,3390114.0,3866422.0
4993746409,1797516,3388133.0,3863951.0
4993748730,1797516,3388134.0,3863952.0
4993748731,1797516,3388134.0,3863953.0
4993745908,1797707,3388504.0,3864409.0
4993748977,1797707,3388505.0,3864410.0
4993757606,1796435,3386082.0,3861338.0
4993763276,1796435,3386083.0,
4993754822,1796607,3386416.0,3861745.0
4993756859,1796607,3386417.0,3861746.0
4993760313,1821929,3431585.0,3909423.0
4993763586,1821929,3431586.0,3909424.0
4993760314,1821937,3431602.0,3909439.0
4993763587,1821937,3431601.0,3909438.0
4993756337,1796642,3386478.0,3861824.0
4993757887,1796642,3386479.0,3861825.0
4993771017,1854777,3493468.0,3981296.0
4993768736,1854705,3493353.0,3981183.0
4993771498,1854705,3493354.0,3981184.0
4993773251,1843025,3471302.0,3955011.0
4993776832,1843086,3471418.0,3955144.0
4993776833,1843086,3471418.0,3955145.0
4993783402,1843206,3471640.0,3955420.0
4993784434,1843206,3471641.0,3955421.0
4993784435,1843206,3471641.0,3955422.0
4993786727,1860302,3503161.0,3990682.0
4993786528,1860477,3503466.0,3990976.0
4993787908,1860477,3503465.0,3990975.0
4993788371,1829013,3444432.0,3923251.0
4993789639,1829013,3444431.0,3923250.0
4993794088,1809476,3410198.0,3888495.0
4993796094,1809476,,3888496.0
4993789640,1829075,3444546.0,3923390.0
4993791685,1829075,3444545.0,3923389.0
4993797472,1826497,3439770.0,3917497.0
4993797473,1826497,3439772.0,3917499.0
4993800026,1826497,3439771.0,3917498.0
4993801283,1865679,3512755.0,3999966.0
4993804014,1865679,3512754.0,3999965.0
4993797530,1830267,3446915.0,3926216.0
4993800086,1830267,3446916.0,3926217.0
4993800087,1830267,3446916.0,3926218.0
4993799064,1830275,3446929.0,3926233.0
4993800088,1830275,3446930.0,3926234.0
4993805449,1831624,3449557.0,3929424.0
4993805965,1831624,3449558.0,3929425.0
4993804951,1831630,3449568.0,3929437.0
4993810484,1867627,3516132.0,4003246.0
4993813355,1867627,3516131.0,4003245.0
4993808512,1831654,3449611.0,3929484.0
4993808513,1831654,3449611.0,3929485.0
4993818231,1869143,3518808.0,4005845.0
4993820488,1869143,3518807.0,4005844.0
4993819228,1869149,3518817.0,4005853.0
4993821246,1869149,3518818.0,4005854.0
4993819463,1869159,3518833.0,4005868.0
4993821247,1869159,3518832.0,4005867.0
4993813921,1826737,3440174.0,3918032.0
4993813922,1826737,3440174.0,3918033.0
4993813923,1826737,3440174.0,3918034.0
4993818446,1869162,3518838.0,4005873.0
4993819742,1869162,3518839.0,4005874.0
4993820491,1869202,3518909.0,4005941.0
4993818342,1875974,3530534.0,4017183.0
4993820641,1875974,3530533.0,4017182.0
4993821157,1875974,3530532.0,4017181.0
4993813990,1832931,3451993.0,3932377.0
4993815771,1832931,3451994.0,3932378.0
4993824313,1834433,3454802.0,3935765.0
4993824314,1834433,3454802.0,3935766.0
4993825835,1834433,3454801.0,3935764.0
4993823817,1834512,3454955.0,3935940.0
4993824069,1834512,3454956.0,3935941.0
4993830092,1870990,3522100.0,4009018.0
4993830724,1870990,3522101.0,4009019.0
4993822458,1826754,3440203.0,3918067.0
4993822459,1826754,3440203.0,3918068.0
4993822460,1826754,3440203.0,3918069.0
4993822461,1826754,3440203.0,3918070.0
4993822963,1826754,3440204.0,3918071.0
4993825266,1826754,3440202.0,3918066.0
4993826751,1871012,3522137.0,4009054.0
4993828786,1871012,3522136.0,4009053.0
4993837030,1872731,3525134.0,4011927.0
4993832264,1836686,3459041.0,3940577.0
4993837796,1873047,3525672.0,4012449.0
4993838896,1873047,3525673.0,
4993836259,1873089,3525746.0,4012524.0
4993839382,1873089,3525747.0,4012525.0
4993839383,1873212,3525956.0,4012729.0
4993831505,1836796,3459245.0,3940790.0
4993831753,1836796,3459246.0,3940791.0
4993835064,1836822,3459289.0,3940838.0
4993840067,1838357,3462186.0,3944188.0
4993843366,1838357,3462185.0,3944187.0
4993845456,1875377,3529572.0,4016249.0
4993847750,1875401,3529611.0,4016287.0
4993847751,1875401,3529612.0,4016288.0
4993841374,1838923,3463304.0,3945492.0
4993842125,1838923,3463303.0,3945491.0
4993844173,1874794,3528634.0,4015342.0
4993846467,1874794,3528635.0,4015343.0
4993846984,1875502,3529781.0,4016454.0
4993847240,1875502,3529780.0,4016453.0
4993842387,1839017,3463507.0,3945731.0
4993843387,1839017,3463506.0,3945730.0
4993845713,1875535,3529832.0,4016506.0
4993845958,1875535,3529833.0,4016507.0
4993850497,1840392,3466272.0,3948971.0
4993851511,1840392,3466273.0,3948972.0
4993851512,1840392,3466273.0,3948973.0
4993849740,1840416,3466318.0,3949027.0
4993849982,1840416,3466320.0,3949029.0
4993850498,1840416,3466321.0,3949030.0
4993850499,1840416,3466322.0,3949031.0
4993853310,1840416,3466319.0,3949028.0
4993852014,1840456,3466397.0,3949122.0
4993854568,1875136,3529181.0,4015873.0
4993858046,1875136,3529182.0,
4993850226,1840558,3466590.0,3949366.0
4993850227,1840558,3466590.0,3949367.0
4993851514,1840558,3466591.0,3949368.0
4993853646,1847680,3480173.0,3965636.0
4993857926,1847680,3480174.0,
4993856362,1875240,3529349.0,4016040.0
4993861464,1874696,3528476.0,4015187.0
4993860315,1842847,3470973.0,3954624.0
4993862097,1842847,3470972.0,3954623.0
4993871975,1895597,3566325.0,4060355.0
4993873488,1895600,3566331.0,4060361.0
4993874501,1895600,3566330.0,4060360.0
4993868126,1877585,3533199.0,4020576.0
4993874509,1895699,3566480.0,4060507.0
4993874270,1895721,3566520.0,4060549.0
4993869434,1877868,3533712.0,4021192.0
4993870967,1877868,3533713.0,4021193.0
4993872218,1895745,3566564.0,4060588.0
4993874512,1895745,3566565.0,4060589.0
4993883034,1897515,3569605.0,4063549.0
4993883035,1897515,3569606.0,4063550.0
4993881408,1897688,3569904.0,4063843.0
4993881788,1897688,3569903.0,4063842.0
4993885686,1900288,3574374.0,4068188.0
4993886464,1900288,3574373.0,4068187.0
4993885188,1900335,3574460.0,4068275.0
4993886189,1900335,3574461.0,4068276.0
4993887742,1900365,3574514.0,4068329.0
4993888697,1900365,3574513.0,4068328.0
4993886192,1900411,3574595.0,4068406.0
4993886965,1900411,3574594.0,4068405.0
4993885258,1881027,3539538.0,4028258.0
4993885508,1881027,3539537.0,4028257.0
4993890400,1901161,3575897.0,4069675.0
4993890401,1901161,3575898.0,4069676.0
4993889993,1878579,3535026.0,4022772.0
